Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Overall_Skills,Performance_Level
Marketing,Aerospace Engineer,4.595251973566624,4.0,0.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,2.4285714285714284,
Education,Illustrator,3.092474261869298,9.0,1.0,0.0,1.0,8.0,1.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,1.5714285714285714,Good
Chemistry,Geneticist,4.385302888008174,7.0,2.0,2.0,1.0,8.0,0.0,2.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,
Chemistry,Web Developer,4.803327656638064,9.0,2.0,0.0,1.0,8.0,1.0,4.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,2.142857142857143,
Finance,Digital Marketing Specialist,3.50593932739139,8.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,1.5714285714285714,Excellent
Finance,Landscape Architect,4.211703195455547,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,1.8571428571428572,
Business,Biologist,2.512484141568185,6.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,4.0,0.0,4.0,1.0,2.2857142857142856,Average
Medicine,Inorganic Chemist,2.7184435992297127,5.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Average
Medicine,Composer,2.7355092022604395,9.0,2.0,0.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,0.0,4.0,1.0,0.0,2.7142857142857144,Average
Architecture,Inorganic Chemist,4.603593267194736,9.0,0.0,3.0,0.0,8.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0,
Medicine,Forensic Psychologist,4.178851563199715,3.0,0.0,4.0,0.0,8.0,1.0,1.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,1.8571428571428572,
Engineering,School Psychologist,3.435443378454978,8.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,2.2857142857142856,Good
Physics,Software Developer,4.338711818823066,1.0,0.0,4.0,1.0,6.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,1.8571428571428572,
Engineering,Forensic Psychologist,4.301051512609582,5.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,2.142857142857143,
Music,Judge,4.367891525485811,9.0,2.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.5714285714285714,
Psychology,Risk Analyst,4.089478266716293,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.8571428571428571,
Engineering,Biochemist,4.017911139399084,4.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,3.0,0.0,2.142857142857143,
Psychology,Conductor,4.501850023013424,9.0,1.0,4.0,1.0,7.0,0.0,3.0,2.0,3.0,0.0,3.0,4.0,1.0,1.0,2.2857142857142856,
Physics,Industrial-Organizational Psychologist,3.4601666795035877,4.0,0.0,2.0,1.0,6.0,0.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,2.2857142857142856,Good
Education,Accountant,3.290131036390949,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,4.0,0.0,0.0,1.8571428571428572,Good
Physics,Physical Chemist,4.556525032737822,2.0,2.0,1.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.8571428571428572,
Law,Web Developer,3.1608941810809026,7.0,1.0,2.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,1.7142857142857142,Good
Education,Artist,3.0392048073342157,4.0,0.0,1.0,1.0,9.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,0.0,1.0,1.5714285714285714,Good
Marketing,Psychologist,3.926564404926831,5.0,1.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8571428571428571,Excellent
Engineering,Artist,2.8493277973383875,0.0,1.0,3.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,1.7142857142857142,Average
Psychology,Analytical Chemist,2.9151266406169976,3.0,0.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,Average
Music,Biochemist,4.462667624944514,9.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.7142857142857142,
Law,Acoustics Specialist,3.8969612454088502,0.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,1.5714285714285714,Excellent
Engineering,Conductor,2.768780720496011,3.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,Average
Computer Science,Legal Analyst,3.94636848351405,8.0,2.0,0.0,0.0,6.0,1.0,1.0,2.0,4.0,1.0,0.0,4.0,3.0,1.0,2.142857142857143,Excellent
Art,Human Resources Specialist,3.252001015046062,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1428571428571428,Good
Finance,Dentist,3.109601315186037,4.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,1.0,2.7142857142857144,Good
Biology,Software Developer,3.549172518613492,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,4.0,1.0,1.7142857142857142,Excellent
Music,Doctor,3.986529563222207,4.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,0.0,2.4285714285714284,Excellent
Psychology,Special Education Teacher,4.076491801437618,7.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0,2.0,
Chemistry,Physicist,3.7257927997399136,5.0,2.0,3.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,2.7142857142857144,Excellent
Education,Music Therapist,2.582022327406934,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,Average
Chemistry,Fluid Mechanics Engineer,4.667926586638485,0.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.8571428571428572,
Physics,Chemical Engineer,3.7981283798850063,7.0,2.0,1.0,0.0,3.0,0.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,Excellent
Engineering,Artist,2.9683655082182487,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,1.7142857142857142,Average
Physics,Composer,4.976706283372717,4.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,3.0,1.0,2.2857142857142856,
Education,Accountant,2.9334801513893707,8.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,2.142857142857143,Average
Business,Marketing Specialist,3.0577446988279853,0.0,1.0,3.0,0.0,9.0,0.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,Good
Music,Education Administrator,4.020701942922976,2.0,2.0,3.0,1.0,8.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,1.4285714285714286,
Education,Teacher,4.427083970345526,0.0,1.0,4.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.4285714285714286,
Finance,Interior Designer,3.8400136496730384,3.0,1.0,4.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,2.142857142857143,Excellent
Chemistry,Brand Manager,4.45888493470071,9.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,3.0,4.0,0.0,1.0,2.142857142857143,
Marketing,School Counselor,3.0089234749636384,6.0,2.0,2.0,0.0,9.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,3.0,1.0,2.142857142857143,Good
Business,Counselor,3.9954379814923926,1.0,2.0,4.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.5714285714285714,Excellent
Architecture,Architectural Technologist,4.28740381682208,5.0,2.0,4.0,0.0,8.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.4285714285714286,
Medicine,Doctor,2.8989408452500003,2.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,1.7142857142857142,Average
Computer Science,Chemical Engineer,3.4293055894647955,0.0,2.0,4.0,0.0,4.0,0.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,3.142857142857143,Good
Chemistry,Ecologist,2.54232326381354,2.0,0.0,1.0,0.0,5.0,1.0,3.0,4.0,2.0,0.0,4.0,1.0,2.0,0.0,2.2857142857142856,Average
Art,Actuary,4.717896005186768,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,1.1428571428571428,
Psychology,Astronomer,3.678725986060516,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,1.0,0.0,2.142857142857143,Excellent
Psychology,Curriculum Developer,3.285483601665585,5.0,1.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,2.2857142857142856,Good
Marketing,Acoustics Specialist,3.2888446845055253,0.0,0.0,3.0,1.0,6.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,0.0,2.0,Good
Physics,Zoologist,4.846390371538398,0.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,1.0,4.0,0.0,1.0,2.5714285714285716,
Psychology,Special Education Teacher,2.933355264227245,0.0,2.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,2.4285714285714284,Average
Marketing,Pharmacist,4.644060521424432,9.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,0.0,3.0,
Business,Mechanical Engineer,2.866556365821346,3.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,0.0,1.0,2.4285714285714284,Average
Education,Legal Secretary,4.273911405060106,7.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,1.0,1.7142857142857142,
Physics,Biologist,3.268785662707067,1.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,1.7142857142857142,Good
Biology,Brand Manager,2.9634386970191136,7.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.1428571428571428,Average
Business,Financial Analyst,4.4267812001498505,9.0,2.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,1.4285714285714286,
Engineering,Illustrator,3.6876113931666343,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.8571428571428571,Excellent
Computer Science,School Counselor,3.001976843340209,6.0,2.0,1.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,3.2857142857142856,Good
Medicine,Architect,2.600658887754285,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,1.0,3.0,4.0,1.0,3.0,0.0,2.4285714285714284,Average
Medicine,Construction Manager,3.3201865743260037,6.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,4.0,4.0,0.0,2.0,3.0,1.0,2.5714285714285716,Good
Psychology,Legal Consultant,4.563654495091091,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,2.4285714285714284,
Law,Human Resources Specialist,3.1630909622482237,0.0,2.0,2.0,0.0,7.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,1.5714285714285714,Good
Education,Principal,2.699124171856292,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,1.2857142857142858,Average
Education,Acoustics Specialist,4.924374825702507,2.0,1.0,2.0,1.0,9.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,3.0,0.0,2.142857142857143,
Education,Nuclear Physicist,4.284059662469474,6.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,4.0,1.0,1.0,2.142857142857143,
Physics,Nurse,4.050598686209977,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,2.4285714285714284,
Psychology,Legal Analyst,4.080632687451398,0.0,2.0,4.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,1.8571428571428572,
Psychology,Financial Analyst,4.297878008481188,5.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.2857142857142856,
Business,Quantum Physicist,2.8630614430313712,6.0,0.0,2.0,0.0,6.0,1.0,0.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,2.5714285714285716,Average
Education,Biologist,3.4148675769299137,7.0,0.0,1.0,1.0,9.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.2857142857142858,Good
Finance,Digital Marketing Specialist,2.855824521365196,8.0,0.0,4.0,0.0,6.0,1.0,0.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,2.5714285714285716,Average
Business,Education Administrator,3.6311166469024094,8.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,1.5714285714285714,Excellent
Computer Science,Chemist,4.769226454530632,7.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,3.0,1.0,1.8571428571428572,
Finance,Web Developer,3.911450377077754,0.0,1.0,1.0,1.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2857142857142858,Excellent
Finance,Financial Advisor,4.34947137987409,2.0,2.0,4.0,0.0,4.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0,3.142857142857143,
Architecture,Web Developer,4.640699345057261,9.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,2.0,2.0,1.0,2.2857142857142856,
Education,Composer,3.8040174787672183,5.0,0.0,4.0,1.0,4.0,1.0,4.0,4.0,2.0,0.0,2.0,3.0,4.0,0.0,2.7142857142857144,Excellent
Art,Fluid Mechanics Engineer,4.37667369314969,8.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,2.2857142857142856,
Art,Judge,4.190820661780909,5.0,1.0,4.0,1.0,7.0,0.0,4.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,2.4285714285714284,
Law,Sound Engineer,3.6122974290824414,7.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,1.7142857142857142,Excellent
Computer Science,AI Researcher,4.044873053309274,1.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.2857142857142856,
Medicine,Legal Analyst,3.413426018303264,9.0,1.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,2.142857142857143,Good
Computer Science,Aerospace Engineer,3.58972761776442,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.8571428571428571,Excellent
Marketing,Conductor,4.639312683925111,1.0,2.0,0.0,1.0,8.0,0.0,0.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.142857142857143,
Biology,Financial Analyst,4.143351542083547,5.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.142857142857143,
Psychology,Data Scientist,3.956664540460534,0.0,1.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.1428571428571428,Excellent
Marketing,Financial Controller,4.304226803556084,6.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,4.0,4.0,4.0,1.0,2.7142857142857144,
Engineering,AI Researcher,4.181827441958675,0.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,2.142857142857143,
Chemistry,Legal Analyst,4.755664726544346,5.0,2.0,2.0,1.0,9.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,
Business,Music Therapist,3.070887152857809,5.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.8571428571428572,Good
Education,Psychologist,4.871324581172059,8.0,0.0,4.0,0.0,6.0,1.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,1.0,1.8571428571428572,
Computer Science,Art Director,2.9973387804128624,3.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.8571428571428572,Average
Engineering,Aerospace Engineer,4.0832155273945645,9.0,0.0,4.0,0.0,8.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,1.7142857142857142,
Art,Construction Manager,3.5193830395064296,5.0,2.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.7142857142857142,Excellent
Chemistry,Credit Analyst,4.9556636881198015,0.0,2.0,3.0,1.0,7.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,2.4285714285714284,
Music,Legal Consultant,4.18175114870447,6.0,2.0,2.0,0.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,0.0,3.142857142857143,
Physics,Quantum Physicist,3.5920119345790718,5.0,2.0,2.0,1.0,7.0,0.0,4.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,Excellent
Marketing,Biomedical Engineer,4.1602926150069415,7.0,0.0,3.0,0.0,8.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,2.4285714285714284,
Law,Clinical Psychologist,3.773944607617315,7.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,1.7142857142857142,Excellent
Computer Science,Microbiologist,3.1494548694944284,0.0,0.0,4.0,1.0,9.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,1.8571428571428572,Good
Physics,Credit Analyst,3.5131176618983035,3.0,0.0,0.0,1.0,9.0,0.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0,2.5714285714285716,Excellent
Medicine,Ecologist,2.7136720929739084,7.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,4.0,1.0,1.8571428571428572,Average
Education,Biologist,3.866412508550596,9.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,1.5714285714285714,Excellent
Medicine,Web Developer,3.353878935680152,1.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,2.2857142857142856,Good
Music,Analytical Chemist,3.684836012998338,3.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.4285714285714286,Excellent
Engineering,Special Education Teacher,3.577932436875166,2.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,1.8571428571428572,Excellent
Engineering,Electrical Engineer,3.1793943228492045,2.0,1.0,2.0,1.0,5.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.2857142857142858,Good
Chemistry,Landscape Architect,4.781782266481788,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,3.0,1.0,1.8571428571428572,
Psychology,Art Director,4.456396830012201,4.0,2.0,1.0,1.0,5.0,0.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,0.0,2.7142857142857144,
Engineering,Education Administrator,4.188907950952685,8.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,1.7142857142857142,
Engineering,Web Developer,2.7436543215991978,5.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,4.0,0.0,3.0,4.0,1.0,2.7142857142857144,Average
Psychology,Biomedical Engineer,4.40169082644648,2.0,0.0,2.0,1.0,6.0,1.0,4.0,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.2857142857142856,
Architecture,Special Education Teacher,3.181099365529532,4.0,0.0,1.0,1.0,9.0,1.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.7142857142857144,Good
Engineering,Marketing Specialist,2.618701150527689,2.0,0.0,2.0,0.0,9.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,2.0,Average
Education,Zoologist,4.87222905764388,8.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,3.0,1.0,2.0,
Medicine,School Psychologist,2.837746163211985,2.0,2.0,4.0,1.0,9.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,2.142857142857143,Average
Music,Social Media Manager,2.9344081482970963,9.0,0.0,4.0,0.0,3.0,1.0,0.0,4.0,3.0,4.0,0.0,3.0,1.0,1.0,2.142857142857143,Average
Medicine,Physicist,4.184998106178406,0.0,2.0,2.0,0.0,6.0,0.0,2.0,0.0,4.0,2.0,4.0,0.0,3.0,0.0,2.142857142857143,
Architecture,Biochemist,4.599444805414269,6.0,2.0,3.0,0.0,8.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,0.0,2.4285714285714284,
Chemistry,Biomedical Engineer,4.662093112201672,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,
Law,Legal Analyst,3.689830743717141,1.0,2.0,4.0,0.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,0.0,3.4285714285714284,Excellent
Computer Science,Industrial-Organizational Psychologist,4.881711268672866,0.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,1.4285714285714286,
Finance,Accountant,3.615859794257427,9.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.5714285714285716,Excellent
Engineering,Investment Banker,4.296063993639407,1.0,2.0,2.0,0.0,8.0,0.0,4.0,3.0,2.0,2.0,3.0,0.0,4.0,1.0,2.5714285714285716,
Music,Legal Secretary,4.169384173370376,1.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.5714285714285714,
Engineering,AI Researcher,4.579262671872712,1.0,0.0,2.0,0.0,9.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.5714285714285714,
Biology,Construction Manager,3.020607298692468,6.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,0.0,2.0,0.0,3.0,1.0,2.142857142857143,Good
Computer Science,Advertising Manager,3.123323575519878,9.0,0.0,0.0,1.0,8.0,0.0,3.0,0.0,4.0,3.0,3.0,2.0,0.0,1.0,2.142857142857143,Good
Education,Legal Secretary,3.3693069464801626,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,1.4285714285714286,Good
Business,Pharmacist,3.1863536406819923,7.0,2.0,0.0,1.0,4.0,1.0,3.0,1.0,3.0,0.0,4.0,3.0,3.0,1.0,2.4285714285714284,Good
Business,Financial Analyst,3.789056339266309,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,1.0,2.142857142857143,Excellent
Education,Human Resources Specialist,4.854977937165032,9.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,
Architecture,Quantum Physicist,4.358941879069756,8.0,0.0,2.0,1.0,4.0,0.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.2857142857142856,
Psychology,Acoustics Specialist,2.8197075604715343,4.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.5714285714285714,Average
Music,Sound Engineer,3.751859587356962,7.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,2.2857142857142856,Excellent
Law,Mechanical Engineer,3.5888725701181574,2.0,1.0,0.0,1.0,5.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,2.7142857142857144,Excellent
Architecture,Nurse,2.7045854289081754,6.0,0.0,3.0,1.0,8.0,0.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,Average
Finance,Financial Controller,3.325206478540307,1.0,1.0,4.0,0.0,5.0,0.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,0.0,2.2857142857142856,Good
Chemistry,Social Media Manager,3.6013212499698994,8.0,1.0,4.0,1.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.4285714285714286,Excellent
Engineering,Education Administrator,3.561468567988896,7.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,2.142857142857143,Excellent
Engineering,Principal,4.683824746628639,2.0,0.0,4.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.2857142857142856,
Medicine,Principal,4.835760275225864,1.0,0.0,2.0,0.0,3.0,1.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,0.0,2.4285714285714284,
Biology,Surgeon,3.69313874152439,1.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5714285714285714,Excellent
Engineering,Chemical Engineer,3.136637923866418,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.142857142857143,Good
Computer Science,Special Education Teacher,2.652002041534256,5.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,1.7142857142857142,Average
Finance,Marketing Manager,3.03441438832913,5.0,1.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,Good
Marketing,Biomedical Engineer,3.701279199650676,0.0,2.0,4.0,1.0,6.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,0.0,1.0,2.2857142857142856,Excellent
Psychology,Clinical Psychologist,4.511479516231512,6.0,1.0,3.0,0.0,7.0,1.0,3.0,0.0,1.0,4.0,4.0,3.0,4.0,1.0,2.7142857142857144,
Education,AI Researcher,4.501157125843531,4.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,3.0,0.0,2.5714285714285716,
Art,Cybersecurity Analyst,2.609289792295168,8.0,2.0,2.0,0.0,5.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.8571428571428572,Average
